剧名称,group_title,发弹幕时刻相对于视频起始时间偏移量,累计点赞数,弹幕内容
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,217915,0,好一个倒反天罡
北往,第1集,78475,0,二哥
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,40061,0,一天看了两部[偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,22415,0,四哥好宠，有点小磕[求爆更][没看够]
那年冬至,第1集,150538,0,哈哈哈哈，给翅翅吓鼠了哈哈[偷笑]
幸得相遇离婚时,第2集,91542,1,他外套有烟味她是孕妇
那年冬至,第3集,46563,0,谁懂翅翅的这个冷脸萌
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,188910,0,哈哈哈哈[大笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,152026,8,我闺女也叫墨寒[捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,89340,0,团宠的太奶
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,121914,6,[笑哭][笑哭][笑哭]
那年冬至,第1集,68032,0,导演：强制爱，展示你男人的一面！ 翅翅：也没说是我啊
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,103891,0,哈哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,225097,0,好可爱
家里家外,第3集,17405,0,[偷笑][偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,31682,2,知道我等了他多久呀？
幸得相遇离婚时,第5集,19212,0,确实吃的挺饱[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,222609,0,憨掉了
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,166497,0,天然测谎仪[赞][爱心]
北往,第4集,31972,0,这也是老熟人了
北往,第1集,136791,0,双胞胎
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,184083,0,漂亮姐姐，像五岁孩子，还不忘泡妞
北往,第2集,132840,0,这哪里？过年了还这么热？不是上东北吗？
北往,第5集,142228,0,[捂脸][捂脸][捂脸]
北往,第2集,21733,0,[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,87407,102,[没看够]想母凭子贵吗
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,19343,0,还刘念，何聪睿直接神了，还有柯淳
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,72457,0,一家人都是光棍[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,188900,0,快80岁的大孩子了[捂脸]
云渺1：我修仙多年强亿点怎么了,第1集,89870,0,女相师
云渺1：我修仙多年强亿点怎么了,第2集,100190,2,这剧改编自番茄小说，原著更好看！
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,147676,0,大人高见
北往,第1集,174666,0,就喜欢你[送花][送花][送花][送花]
幸得相遇离婚时,第1集,78000,0,我都看了三次了，太好看了
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,101915,0,[偷笑][偷笑][偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,154316,0,婴儿肥[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,95178,0,笑死我了[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,52830,0,我自己还是个宝宝呢。
那年冬至,第2集,147411,0,原来这些盲盒周边小卡都是宝贝龙，好可爱
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,140052,0,刘浩群？
那年冬至,第2集,166891,0,打篮球的翅翅好帅[爱慕]
撕夜,第4集,21693,0,[爽][爽][爽][爽][爽]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,98867,0,好油腻
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,45574,0,不是我的妈呀，大姐，你装啥呢？[撇嘴]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,245502,0,俺不行嘞[爱慕][爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,8060,0,久违了，太奶奶第三部[鼓掌][鼓掌]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,87908,0,打脸来了
那年冬至,第2集,162161,0,小卡[笑哭][笑哭]
幸得相遇离婚时,第3集,97929,0,这一段太真实了。
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,88925,0,[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,25524,0,[飞吻][飞吻][飞吻]
云渺1：我修仙多年强亿点怎么了,第5集,80834,0,盘俩鸭蛋[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,219797,0,5岁就开窍了[捂脸]
天下第一纨绔,第4集,116086,0,柳如烟，我想你了
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,212825,0,霸总居然还用手机壳[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,192348,0,奥特曼
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,198976,0,[笑哭][笑哭][笑哭]
那年冬至,第1集,133201,0,真有道理
北往,第1集,74213,1,出来的都不容易[赞]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,131706,0,猎奇[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,111913,0,英宝来了
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,89209,0,[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,192382,0,奥特曼
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,169973,0,哇咔咔 是我喜欢的款[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,77796,0,我是土狗，我爱看
家里家外,第1集,46044,0,二刷
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,117519,0,拉闸断电重启了
北往,第5集,154372,6,[奸笑][奸笑][奸笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,112239,0,李川！把李川叫来演！
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,46788,0,看见人家这么好的家庭，当然愿意啦
家里家外,第4集,59866,0,老汉儿[爽][爽]
幸得相遇离婚时,第1集,144141,0,老刘怎么可以这么有魅力呢
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,188668,0,你已经是个快80岁的大孩子
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,27857,0,老二呢？
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,106241,0,哈哈哈还真是
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,77328,0,还是老四老五帅
荒年全村啃树皮，我有系统满仓肉,第3集,74490,0,[捂脸][笑哭][偷笑]
那年冬至,第5集,12876,0,翅翅[爱慕]的原声好好听
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,105771,0,停之停之
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,25994,0,模子哥
撕夜,第3集,26675,0,二刷
幸得相遇离婚时,第1集,134150,0,音乐好
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,239224,0,一点发广告很符合[捂脸][捂脸][捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,110245,0,我要笑喷饭了
天下第一纨绔,第1集,156981,0,捧杀吧
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,42914,0,纪78
天下第一纨绔,第4集,162122,0,[笑哭][笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,62440,0,炼丹。。。
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,59475,0,好可爱哟[没看够]
幸得相遇离婚时,第1集,12280,0,小一是谁
那年冬至,第2集,146012,0,宝宝龙！[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,157532,0,[没看够][没看够][没看够]
北往,第2集,88790,0,这不芸姐吗[捂脸]
幸得相遇离婚时,第3集,109579,15,男人的我养你太可笑了
北往,第2集,113351,0,本人就是热情有钱没钱领个媳妇儿回家过年，这不来了吗
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,105859,0,笑死我了
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,128439,0,大夫：妙手回春啊[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,96044,0,我刚看完《她靠修山》
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,122680,0,本猪包终于等到你的回归了
北往,第5集,103688,2,[笑哭][笑哭]
北往,第3集,2853,0,到四川了[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,101043,0,笑死我了
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,176149,0,三毛1[捂脸][捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,108659,0,啊哈哈！
北往,第1集,259627,0,老鹰乐队的歌！
家里家外,第2集,170703,0,这煤球可真结实掉下来，滚那么远，完好无损[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,198058,0,英宝是灵魂人物
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,235349,0,英宝你不能不乖[捂脸]
北往,第1集,225797,0,[快哭了]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,71160,0,“小嘴巴”[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,82157,1,噗，哈哈哈[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,70896,0,[送花][送花][送花][送花][送花]
撕夜,第1集,1369,0,二刷的报名[送花][送花][送花][送花][送花][送花]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,92379,0,这女仆是不是那个总是说：我是个传统的女人的那个[偷笑]
天下第一纨绔,第1集,13548,0,天下第一直夸
北往,第1集,90599,0,好老板，行[赞][赞][赞]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,266333,0,蓝毛弟弟好搞笑哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,271622,0,我求你了！
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,115545,0,三少爷真是帅呆了[鼓掌]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,2952,0,来了来了来了[爽][爽][爽][爽]
那年冬至,第1集,5023,0,来支持翅翅新剧啦！
北往,第4集,39714,0,好剧
天下第一纨绔,第5集,17487,0,笑死[捂脸][捂脸][捂脸][捂脸][捂脸]
撕夜,第1集,157279,0,[爱慕][爱慕][偷笑][偷笑]
那年冬至,第2集,162445,0,我也喜欢宝宝龙[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,208011,0,我不行了，哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,14413,0,[没看够]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,107683,0,[捂脸][捂脸][捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,225459,0,陈添祥要来咯
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,187575,0,这剧拍的真好
荒年全村啃树皮，我有系统满仓肉,第4集,78488,0,[鼓掌][鼓掌]
家里家外,第5集,128526,0,[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,155623,0,[笑哭][笑哭][笑哭][笑哭]笑晕了
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,192835,0,这么抽象么[笑哭][笑哭]
家里家外,第4集,83504,0,娃娃好懂事哦[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,101692,0,添添来了，他古代戏很多时候没觉得帅，现在我觉得好帅[吃瓜]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,94885,0,啊？
那年冬至,第1集,151852,0,老公你怎么这么帅
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,236435,1,哇哦！！！！
那年冬至,第5集,68538,0,好好好 记住你现在说的话[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,34140,0,司机的？
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,173759,0,这是拍视频时，冀州也拿过的玫瑰
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,217348,0,[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,191757,0,不是
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,11838,0,[送花][送花]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,73812,0,这医生说海老头吗？
幸得相遇离婚时,第3集,4709,0,好喜欢这个剧的配乐[赞][赞]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,72706,0,太喜欢了[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,235822,0,妈～妈～
天下第一纨绔,第3集,43986,0,姨娘捧杀
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,129409,0,妈妈[送心]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,177156,0,[捂脸][捂脸][捂脸][捂脸][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,171293,0,笑死人不偿命啊
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,36526,0,司机说见过假如说这个司机的老婆也是见过，而且见了很多次
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,229988,0,看入迷了
云渺1：我修仙多年强亿点怎么了,第1集,102459,0,小亿姐姐柯以妹妹
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,127345,0,有的有的。
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,86957,1,这女的一脸得意样，小心算盘打错[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,76123,1,终于出了
那年冬至,第4集,122007,0,让你口是心非[偷笑]
北往,第2集,46222,0,以前骑摩托是买不到票要加钱
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,175762,0,呕[吐]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,127242,0,给我针一下
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,90687,0,我就喜欢这款婴儿肥
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,50764,0,[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,156675,0,翻书都没这变脸快
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,246497,0,好甜[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,217967,0,哈哈哈哈哈笑死了
撕夜,第3集,86829,0,哈哈哈哈，主动就不好玩了[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,195187,0,不中
北往,第1集,4177,1,封面图不错
天下第一纨绔,第1集,171137,1,[捂脸][捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,107691,0,她是
家里家外,第1集,86265,0,九刷[笑哭]
撕夜,第2集,15992,0,四刷了
那年冬至,第1集,18873,0,翅翅太帅啦
北往,第2集,37982,0,油钱都够车票了吧[捂脸]
那年冬至,第4集,1923,0,[捂脸][捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,85834,0,汪汪队开播咯
北往,第2集,15721,0,路过安徽说一声[笑哭]
北往,第2集,26480,0,这都能拍电影了吧？
那年冬至,第5集,70986,0,奶凶奶凶的[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,107051,0,爱上了[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,156399,0,哎呀！
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,95238,0,太衰了太衰了。
那年冬至,第5集,139316,0,不说准叫老公吗
那年冬至,第4集,60547,0,工具[笑哭][笑哭][笑哭]
撕夜,第4集,143489,4,哎呀，男主怎么还不相信她呀。
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,94218,0,妈妈
北往,第4集,54570,0,还预判
撕夜,第2集,83472,0,你把我整不会了，准备好的台词没来得及说
幸得相遇离婚时,第5集,75093,0,刘萧旭演技确实好
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,110384,23,笑死了[笑哭]
幸得相遇离婚时,第4集,2253,0,暗恋还得看刘哥
撕夜,第2集,112108,0,霸总的裤子好短[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,242808,0,她像一束光！！！
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,197287,0,无敌了
那年冬至,第2集,7438,0,我很满意[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,15949,0,音乐好评
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,75267,0,我也想有在五个孙子
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,148230,0,这大夫翻脸还比翻书快
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,64569,0,一定是假冒的
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,241123,3,可爱到爆[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,618,0,Yes，第3部终于出啦[爱慕][爱慕][爱慕]
家里家外,第2集,30214,0,方言
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,76957,0,[送花][送花][送花][送花][送花]
撕夜,第1集,23637,0,三刷了
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,4201,0,全部人，起立起立，更新啦，终于更新咯
北往,第4集,23332,0,这转场我是真没想到
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,67577,0,[捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,67525,0,[笑哭][笑哭][笑哭][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,190825,0,[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,9349,0,太可爱了[捂脸][捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,138257,0,满级太奶
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,202189,0,一个帅帅的大男孩就这样出场[捂脸][捂脸]
北往,第1集,230113,0,皮总烟瘾挺大啊
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,98162,0,妈妈 我是英宝
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,56370,0,添添！
北往,第5集,75627,0,这不是老板吗
天下第一纨绔,第1集,159545,0,捧杀[笑哭]
幸得相遇离婚时,第1集,33943,0,[没看够]
那年冬至,第4集,97718,0,太逗了[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,18761,0,音乐好有节奏感[赞][赞][赞]
北往,第1集,2900,0,[鼓掌][鼓掌][鼓掌]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,3724,8,陈添祥[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,90221,0,这里面的五个重孙子都很帅啊
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,176087,0,[笑哭][笑哭][笑哭]
北往,第1集,237658,0,强强联手
家里家外,第1集,15195,0,[没看够][没看够][没看够]
幸得相遇离婚时,第5集,86995,0,结了立马就有孙子抱[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,86340,0,好帅
那年冬至,第3集,7553,0,哇，大嫂简直就是我的嘴替！！
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,78004,0,这个三少饰演夜色寄情人里面的
那年冬至,第1集,157862,0,纯情男孩
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,113360,0,打瓦
家里家外,第5集,71088,0,男人们 都学学
幸得相遇离婚时,第1集,68297,0,尽快来了
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,18236,0,[送花][送花][送花][送花]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,37130,1,英宝是灵魂人物[鼓掌][鼓掌]好爱撒娇卖萌[爱慕]
天下第一纨绔,第1集,120836,0,长的想周迅啊，挺漂亮
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,129085,0,那我就是你爸爸咯[笑哭][笑哭][笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,79138,0,[捂脸][捂脸][捂脸]好浮夸
那年冬至,第1集,65773,0,[捂脸][捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,28083,0,哈哈哈，我就爱这么浮夸的
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,58151,0,来了来了17来了
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,104924,0,不是哥们。。
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,122729,0,逗我呢？
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,129051,0,我的天[捂脸][捂脸]
那年冬至,第5集,127317,0,哦哟这不就答应了吗
幸得相遇离婚时,第2集,1053,13,看了周晟安来的
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,236491,0,妈妈～～～～～
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,182441,11,这谁，能有个名字么 也好帅
家里家外,第1集,81980,0,看完第二部，直接就推介第一部
家里家外,第4集,87828,0,[笑哭][笑哭][笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,190621,0,李柯以
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,224100,0,涵涵吃桃桃不
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,112209,0,？？？
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,189027,0,[捂脸]
幸得相遇离婚时,第2集,108800,0,你清高，用我外套
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,91717,0,又一个逗比[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,36542,1,那也好可爱。
撕夜,第2集,11065,0,姚冠宇好帅[没看够]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,98441,2,果然是教授算这么准[笑]
北往,第2集,14818,0,这路途不近呢。
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,72973,0,好可爱呀
家里家外,第3集,61789,0,不对，男主是模子哥
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,180168,0,[捂脸]
天下第一纨绔,第3集,114353,0,我就说嘛，我一看这女的就不是好人[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,205288,0,还有拉布布
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,191452,0,怎么变迪迦了？[捂脸][捂脸][捂脸][笑哭]差点没笑死。
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,25474,0,是不是装傻？
家里家外,第3集,157417,0,[爱慕][爱慕][爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,11826,0,二刷了，好看
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,16347,0,不是做DNA就能拆穿的事，来骗人？
北往,第2集,29122,0,大家，新年快乐
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,196474,0,[笑哭][笑哭]
荒年全村啃树皮，我有系统满仓肉,第1集,10353,0,保安快拦住！
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,81148,0,好爽[爽]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,199814,0,不是[捂脸]
撕夜,第1集,185814,0,好帅呀！[没看够]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,177409,0,[笑哭][笑哭][笑哭]
那年冬至,第2集,3300,0,哈哈哈哈
幸得相遇离婚时,第5集,77455,0,老子一定会出人头地
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,17712,0,孩子是司机的
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,67393,0,就是就是他还是个宝宝呢 哈哈哈哈好可爱啊
北往,第3集,130504,0,苦衷姐
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,171129,0,我明天不想上学
撕夜,第2集,14365,1,四刷了
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,154192,0,六百六十六
撕夜,第3集,23453,0,我也适合说。[没看够]
荒年全村啃树皮，我有系统满仓肉,第3集,50430,3,[捂脸][捂脸][捂脸]
北往,第2集,61148,0,东北这个时节应该冷的吓人！还穿单衣敞怀骑摩托！不怕得病冻死？
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,129070,0,他奶奶不可能是AI你在AI的时候肯定肯定会黄一点呢，
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,25948,0,天知道我等了多久
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,126281,2,太奶奶太牛了[鼓掌]
北往,第2集,18725,0,没多远…就一扎远[笑哭]
家里家外,第1集,212983,0,[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,195919,0,笑死我了[捂脸][捂脸][捂脸]
北往,第4集,63783,0,[捂脸]
幸得相遇离婚时,第1集,62723,0,好看不
北往,第1集,20804,0,呃。。。。甘蔗？打完架还能吃[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,90091,0,婴儿肥[偷笑][偷笑][偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,88346,0,装的
天下第一纨绔,第1集,2713,0,公子原来怀有绝世武功啊！
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,207385,0,哈哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,37694,0,啊啊啊，好想看到添添[偷笑]
北往,第1集,67540,0,一人带个甘蔗是送礼的么[笑哭]
幸得相遇离婚时,第1集,120741,0,这男人我喜欢[送花][送花]
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,29504,0,五岁都说多了吧[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,84151,0,是因为卡颜
那年冬至,第1集,85206,0,好可爱呀
那年冬至,第1集,104108,0,支持
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,190095,0,[没看够]
家里家外,第1集,196065,0,刚看完2，1自己出来了
云渺1：我修仙多年强亿点怎么了,第1集,49205,0,重刷[爱慕]
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,118855,0,哈哈[笑哭]倒反天罡
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,197363,0,[偷笑]好好笑呀
北往,第2集,51250,0,有点落叶归根的感觉
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,174368,0,[捂脸][捂脸][捂脸]
北往,第1集,121745,0,全候补
家里家外,第2集,185892,0,女主长的好好看
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,90969,0,僵硬的表情
那年冬至,第5集,67631,0,记住你这句话
撕夜,第2集,68167,0,好帅
撕夜,第4集,45375,0,为什么你不和他说？嗯，你没重生的那一世啊！
北往,第1集,296434,0,我以为他要开那个车走了[捂脸][捂脸]
那年冬至,第5集,2576,0,腿上怎么多盖了一层毯子
北往,第5集,70129,0,心如是否姓林
那年冬至,第1集,1947,0,二刷，女主演技太好了
那年冬至,第1集,102109,0,不要白不要，对对对对[鼓掌][鼓掌]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,129038,0,中央空调[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,87499,0,哈哈哈哈哈
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,94282,0,对[偷笑]
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,41113,1,就是这个司机的孩子[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第2集,94020,0,三少你别这样，我可是个传统的女人[笑哭]
十八岁太奶奶驾到，重整家族荣耀第三部,第5集,38687,1,[没看够][没看够][没看够]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,104992,0,咋感觉不如前两季好看呢
那年冬至,第2集,85814,0,昭昭[哭]蔡昭我又想起你的苦了[快哭了]
那年冬至,第4集,3233,0,[捂脸][捂脸][捂脸]哈哈，够直接
十八岁太奶奶驾到，重整家族荣耀第三部,第3集,175766,0,[KISS]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,199819,10,笑死
撕夜,第3集,78826,0,[爱慕][爱慕][爱慕]
家里家外,第1集,167213,0,这是重庆拍的[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第1集,95122,0,三少爷呢
天下第一纨绔,第3集,95291,0,古代的后妈太可怕
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,90716,0,汪汪隊開播了[笑哭]
北往,第5集,0,1,[捂脸]
十八岁太奶奶驾到，重整家族荣耀第三部,第4集,59932,0,笑死我了[笑哭]
天下第一纨绔,第3集,79605,0,这继母就像知否里面男主的继母一样，表面功夫做的太好[吃瓜]
